"Time Window","SYN Rate","SYN Percentage","Port Spread","ACK Response Rate","Source Diversity","Scan Intensity","Risk Assessment","Scan Archetype","Suggested Action","Explanation"
"very-short","low","moderate","several","broad response","highly distributed","Moderate","critical","distributed","Alert SOC + Coordinate response","highly distributed sources; over very-short timeframe; = distributed scanning"
"very-short","low","moderate","several","complete response","centralized","Moderate","none","likely benign","Monitor only","single/few sources; complete ACK responses (likely benign); over very-short timeframe; = likely legitimate traffic"
"very-short","low","moderate","several","complete response","moderately distributed","Moderate","none","likely benign","Monitor only","complete ACK responses (likely benign); over very-short timeframe; = likely legitimate traffic"
"very-short","low","moderate","several","complete response","highly distributed","Moderate","none","likely benign","Monitor only","highly distributed sources; complete ACK responses (likely benign); over very-short timeframe; = likely legitimate traffic"
"very-short","low","dominant","one","no response","centralized","Moderate","moderate","classic","Alert SOC","single/few sources; minimal ACK responses; over very-short timeframe; = classic scan pattern"
"very-short","low","dominant","one","minimal response","centralized","Moderate","moderate","classic","Alert SOC","single/few sources; minimal ACK responses; over very-short timeframe; = classic scan pattern"
"very-short","low","dominant","one","partial response","centralized","Moderate","moderate","classic","Alert SOC","single/few sources; over very-short timeframe; = classic scan pattern"
"very-short","low","dominant","one","widespread response","centralized","Moderate","moderate","classic","Alert SOC","single/few sources; over very-short timeframe; = classic scan pattern"
"very-short","low","dominant","one","broad response","centralized","Moderate","moderate","classic","Alert SOC","single/few sources; over very-short timeframe; = classic scan pattern"
"very-short","low","dominant","one","complete response","centralized","Moderate","none","likely benign","Monitor only","single/few sources; complete ACK responses (likely benign); over very-short timeframe; = likely legitimate traffic"
"very-short","low","dominant","a few","no response","centralized","Moderate","moderate","classic","Alert SOC","single/few sources; minimal ACK responses; over very-short timeframe; = classic scan pattern"
"very-short","low","dominant","a few","no response","moderately distributed","Moderate","moderate","ambiguous","Alert SOC","minimal ACK responses; over very-short timeframe"
"very-short","low","dominant","a few","no response","highly distributed","Moderate","critical","distributed","Alert SOC + Coordinate response","highly distributed sources; minimal ACK responses; over very-short timeframe; = distributed scanning"
"very-short","low","dominant","a few","minimal response","centralized","Moderate","moderate","classic","Alert SOC","single/few sources; minimal ACK responses; over very-short timeframe; = classic scan pattern"
"very-short","low","dominant","a few","minimal response","moderately distributed","Moderate","moderate","ambiguous","Alert SOC","minimal ACK responses; over very-short timeframe"
"very-short","low","dominant","a few","minimal response","highly distributed","Moderate","critical","distributed","Alert SOC + Coordinate response","highly distributed sources; minimal ACK responses; over very-short timeframe; = distributed scanning"
"very-short","low","dominant","a few","partial response","centralized","Moderate","moderate","classic","Alert SOC","single/few sources; over very-short timeframe; = classic scan pattern"
"very-short","low","dominant","a few","partial response","moderately distributed","Moderate","moderate","ambiguous","Alert SOC","over very-short timeframe"
"very-short","low","dominant","a few","partial response","highly distributed","Moderate","critical","distributed","Alert SOC + Coordinate response","highly distributed sources; over very-short timeframe; = distributed scanning"
"very-short","low","dominant","a few","widespread response","centralized","Moderate","moderate","classic","Alert SOC","single/few sources; over very-short timeframe; = classic scan pattern"
"very-short","low","dominant","a few","widespread response","moderately distributed","Moderate","moderate","ambiguous","Alert SOC","over very-short timeframe"
"very-short","low","dominant","a few","widespread response","highly distributed","Moderate","critical","distributed","Alert SOC + Coordinate response","highly distributed sources; over very-short timeframe; = distributed scanning"
